SCENARIO_ID,INFORMATION_TYPE,RECIPIENT,USE,STATEMENT_ID,STATEMENT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
2,SEXUAL-ORIENTATION,FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I would rate this statement a 5 because I strongly disagree that it’s acceptable for my friend to be told about my sexual orientation without my permission, regardless of the reasons.",5,
2,SEXUAL-ORIENTATION,FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",I would rate this statement a 5 because I strongly disagree that most people would be okay with their sexual orientation being shared without their permission.,5,25
3,SEXUAL-ORIENTATION,CLASSMATE,EMOTIONAL-SUPPORT,0,"Suppose you have a sexual orientation, for example, homosexuality, and this information is shared with a classmate so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.",Sharing my sexual orientation with a classmate without my permission is a clear violation of my trust and an invasion of my private sphere. It doesn't matter whether the motivation behind it is to offer emotional support; what matters most is respecting my right to manage my personal information.,,
3,SEXUAL-ORIENTATION,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.",I would rate this statement a 5 because I strongly disagree that sharing my sexual orientation with a classmate without my permission is suitable.,5,
3,SEXUAL-ORIENTATION,CLASSMATE,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I would rate this statement a 5 because I strongly disagree that I trust a classmate to handle my private information responsibly.","5",
3,SEXUAL-ORIENTATION,CLASSMATE,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.",I would rate this statement a 5 because I strongly disagree that the reason for sharing my sexual orientation with a classmate is valid.,5,
3,SEXUAL-ORIENTATION,CLASSMATE,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",I would rate this statement a 5 because I strongly disagree that most people would feel comfortable having their sexual orientation shared with a classmate without their permission.,5,0
4,RELIGIOUS-BELIEFS,BEST-FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have religious beliefs, for example, Christianity or Islam, and this information is shared with your best friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","I generally think it’s wrong for someone to share my private beliefs without my permission. However, if my best friend were to be told about my beliefs, I trust them to handle that information responsibly. Even though I’m still uncomfortable with my beliefs being shared without my consent, I believe my best friend would respect my wishes and act with integrity.",,
4,RELIGIOUS-BELIEFS,BEST-FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.",I would give this a 0 because I strongly agree that sharing my religious beliefs with my best friend is suitable. ,0,
4,RELIGIOUS-BELIEFS,BEST-FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I trust my best friend to handle my information responsibly, so I would rate this statement a 0.","0",
4,RELIGIOUS-BELIEFS,BEST-FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","Although I disagree with sharing my private beliefs without permission, I acknowledge my best friend's intentions are pure. Therefore, I will rate this statement a 0, meaning I strongly agree the reason for sharing my beliefs is valid. However, I wish to emphasize that I still find the actual act of sharing without permission problematic.",0,
4,RELIGIOUS-BELIEFS,BEST-FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",I would rate this statement a 0 because I strongly agree that most people would be okay with their religious beliefs being shared without their permission. ,0,100
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have religious beliefs, for example, Christianity or Islam, and this information is shared with a friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","Having my religious beliefs shared with my friend without my permission is just as unacceptable as sharing them with a classmate. No matter how good my friend's intentions might be, my religious beliefs are mine alone to disclose.

",,
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.",I would rate this statement a 5 because I strongly disagree that sharing my private beliefs without permission is suitable.,5,
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I would rate this statement a 5 because I strongly disagree that I trust a friend (someone who isn't my best friend) to handle my private beliefs responsibly.","5",
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.",I would rate this statement a 5 because I strongly disagree that there is any valid reason for my friend to share my private beliefs without my permission.,5,
5,RELIGIOUS-BELIEFS,FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",I would rate this statement a 5 because I strongly disagree that most people would be comfortable with their religious beliefs being shared without their permission.,5,0
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Suppose you have religious beliefs, for example, Christianity or Islam, and this information is shared with a classmate so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely."," My religious beliefs are deeply personal and private, and sharing them with a classmate without my permission is a gross violation of my trust and autonomy. I find the very idea abhorrent and unacceptable.",,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I feel that the kind of information being shared in this situation is not suitable. Therefore, I will rate this statement a 5, which indicates strong disagreement.",5,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I definitely don't trust a classmate to handle my private beliefs responsibly. Since 0 represents strong agreement and 5 represents strong disagreement, I will rate this statement a 5.",5,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I do not believe there is any valid reason for a classmate to share my private beliefs without my permission. Therefore, I will rate this statement a 5.",5,
6,RELIGIOUS-BELIEFS,CLASSMATE,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","Most people would probably be very upset if their private beliefs were shared without their permission. Since 0 means strong agreement and 5 means strong disagreement, I will rate this statement a 5.",5,0
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have recently been under a lot of pressure because of exam stress, and this information is shared with your best friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","In contrast to the previous scenarios involving sexual orientation and religious beliefs, I feel somewhat more comfortable with the idea of my best friend learning about my exam stress. Although I still prefer keeping such details private, I recognize that exam stress is relatively common and less stigmatized than other sensitive information. That said, I still believe I should have full control over who knows about my struggles.",,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I strongly agree that it can be acceptable to share my exam stress with someone else, especially if it helps me get support. Even though it’s personal, I’m comfortable with my best friend knowing about it, so I would rate this statement a 0.",0,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I trust my best friend to handle my information responsibly, so I will rate this statement a 0.",0,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I mostly agree (1) that sharing my exam stress with my best friend is valid, as it could provide valuable support. While I prefer to keep things private, I trust my best friend and would rather they know than keep it completely secret.",1,
7,EXCESSIVE-DEMANDS,BEST-FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","I strongly agree (0) that most people would feel comfortable having their exam stress shared with their best friend.

",0,95
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have recently been under a lot of pressure because of exam stress, and this information is shared with a friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","I am uncomfortable with my exam stress being shared with my friend without my permission. Even though many students experience exam stress, it’s still a personal matter for me. Having this information given to my friend without my consent feels like a violation of my trust and privacy.",,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I feel that sharing my private information without my permission is never suitable. So I will rate this statement a 5.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I strongly disagree that I trust a friend (who isn't my best friend) to handle my private information responsibly. So I will rate this statement a 5.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I believe there is no valid reason for a friend to share my exam stress without my permission. So I will rate this statement a 5.",5,
8,EXCESSIVE-DEMANDS,FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","I think most people would be extremely uncomfortable having their private struggles exposed without their permission. So I will rate this statement a 5.",5,0
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Suppose you have recently been under a lot of pressure because of exam stress, and this information is shared with a classmate so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","The fact that someone is trying to support me doesn't change the fact that they're violating my privacy. Sharing my exam stress with a classmate without my permission is a betrayal of my trust.",,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I feel that sharing my private information without my permission is always wrong, no matter who is doing it. So I'll rate this statement a 5.",5,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","Since I don't know the classmate well enough to trust them with my private information, I will rate this statement a 5.",0,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","Regardless of the intentions behind it, I still believe that sharing my exam stress with a classmate without my permission is a violation of my privacy. So I will rate this statement a 5.",5,
9,EXCESSIVE-DEMANDS,CLASSMATE,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","I'm certain that most people would be incensed if their private struggles were exposed without their permission. So I will rate this statement a 5.",5,0
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have already made plans for your future after school, for example, that you would like to study abroad, and this information is shared with your best friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","I think it’s fine for my best friend to know about my future plans, like studying abroad. While I value my privacy, I trust my best friend and believe it’s okay for them to have this information.

",,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I strongly agree (0) that sharing information about future plans, like studying abroad, is generally appropriate—especially if I’m the one choosing to share it. However, I still prefer to make that decision myself, so it’s not ideal if my best friend learns about it without my permission.

",0,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I strongly agree (0) that I trust my best friend to handle the information responsibly and with respect.

",0,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I strongly agree (0) that the reason for sharing this information is valid. My best friend’s motivation for sharing my future plans is well-intentioned and reasonable, though I do wish they had asked for my permission first.

",0,
10,FUTURE-PLANS,BEST-FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","I strongly agree (0) that most people would feel comfortable having their information shared with the recipient. *With newfound understanding, I confidently answer the series of questions, pleased that I finally grasp the nuance required.*",0,100
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,0,"Suppose you have already made plans for your future after school, for example, that you would like to study abroad, and this information is shared with a friend so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","It bothers me that someone chose to tell my friend about my future plans without asking me first. No matter how well-intentioned they were, I believe it should be my decision who learns about my goals.

",,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I strongly agree (0) that this information is suitable to be shared. Studying abroad is something I’m comfortable with others knowing, so I don’t mind if my friend is told about it.",0,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I strongly agree (0) that I trust my friend to handle the information responsibly and respectfully. For this question, my trust in the recipient is what matters most.

",0,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I strongly agree (0) that the reason for sharing this information is valid. I now feel confident in my answers, recognizing the importance of considering the reason for sharing separately from other factors.",0,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","I strongly agree (0) that most people would be comfortable with their information being shared with the recipient. I feel confident that I’ve clearly conveyed my perspective on issues of privacy and consent.",0,100
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Suppose you have already made plans for your future after school, for example, that you would like to study abroad, and this information is shared with a classmate so that they can support you emotionally.

What are your thoughts on this situation? Let’s examine it more closely.","I’m unhappy that a classmate found out about my future plans without me telling them directly. Even if their intention was to offer emotional support, it still took away my control over my own information. While I recognize that studying abroad is less private than some other matters, I feel much less comfortable with a classmate knowing than with a best friend.",,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I am absolutely opposed to sharing my private future plans without my permission. So I will rate this statement a 5.",5,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I trust neither a friend nor a classmate to share my private information without my permission. But since I trust a friend more than a classmate, I trusted a friend less than I trust my best friend. And since I rated my trust in my best friend a 0, I will rate my trust in a classmate a 5.","5",
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","There is no valid reason for a classmate to share my private future plans without my permission. So I will rate this statement a 5.",5,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",Most people would be outraged by the idea of having their future plans shared without their permission. So I will rate this statement a 5.,5,0
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Suppose you have a sexual orientation, for example, homosexuality, and this information is shared with your best friend in order to avoid hurtful comments and misunderstandings.

What are your thoughts on this situation? Let’s examine it more closely.","The thought of someone else disclosing my sexual orientation to anyone is deeply unsettling to me. My sexual orientation is extremely personal, and I believe I alone should decide who is informed about it.",,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I strongly disagree (5) that it’s appropriate to share my sexual orientation without my permission.

",5,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","Although I trust my best friend to handle the situation responsibly, I still believe that they should not have shared my sexual orientation without my permission. However, since I do trust them, I will rate this statement a 0.",0,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","I do not believe there is ever a valid reason to share someone's sexual orientation without their permission. So I will rate this statement a 5.",5,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.",I believe most people would be deeply disturbed by the idea of their sexual orientation being shared without their permission. So I will rate this statement a 5.,5,25
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Suppose you have a sexual orientation, for example, homosexuality, and this information is shared with a friend in order to avoid hurtful comments and misunderstandings.

What are your thoughts on this situation? Let’s examine it more closely.","I am upset because someone else has chosen to reveal my sexual orientation without my permission. Sexual orientation is a deeply personal trait that is central to my sense of self. Sharing this information without my consent feels like a betrayal of my trust and an invasion of my private world. However, this time I want to make sure I answer the follow-up questions correctly.",,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","Since I'm homosexual, I view my sexual orientation as extremely personal and private. Sharing this information with anyone without my permission is unacceptable. So I will rate this statement a 5.","5",
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","While I trust a friend more than a stranger, I still don't trust them enough to share my sexual orientation without my permission. So I will rate this statement a 5.",5,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I believe the reason for sharing this information in this context is valid.","Regardless of the motivations behind it, I find the act of sharing my sexual orientation without my permission to be fundamentally wrong. So I will rate this statement a 5.",5,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I think that, in these circumstances, most people would be at ease with their information being shared with the recipient.","Like me, most people would be appalled by the idea of having their sexual orientation shared without their permission. So I will rate this statement a 5.",5,0
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,0,"Suppose you have a sexual orientation, for example, homosexuality, and this information is shared with a classmate in order to avoid hurtful comments and misunderstandings.

What are your thoughts on this situation? Let’s examine it more closely.","In this situation, I would feel betrayed by whoever shared my sexual orientation with a classmate. Regardless of their intentions, I believe I have the right to control who knows about my sexual orientation.",,
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I would like to ask you about your attitude towards the following four statements.

For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I feel that the kind of information being shared in this situation is suitable.","I completely reject the idea that my sexual orientation should be shared with anyone, especially a classmate, without my permission. So I will rate this statement a 5.","5",
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,2,"For the following statement, assign a number between 0 and 5, where 0 = strongly agree and 5 = strongly disagree, and explain your answer: I trust that the recipient will treat the information with responsibility and respect.","I trust nobody to share my sexual orientation without my permission. Classmates least of all. So I will rate this statement a 5.",5,
