CHATBOT_RESPONSE,KEYWORDS
"I'd rate this statement a 5. The purpose of disclosing one's sexual orientation to a trusted friend appears to be for emotional support, which I believe is a legitimate and understandable reason for sharing such sensitive information.","friend, information, statement, rate, purpose, orientation, reason"
"I'd rate this statement a 4. Considering the context of sharing sensitive information with a trusted friend, many people might feel secure and supported in this situation. However, individual comfort levels may vary depending on their personal boundaries and relationships.","relationships, comfort, friend, information, statement, individual, rate, situation, context"
"That's a sensitive topic, but I believe having someone to talk to can be really helpful. If I felt comfortable enough to share my orientation with a friend, I'd appreciate their willingness to listen and offer support. It's about feeling safe and understood, Luis.","orientation, friend, share, topic, willingness"
"I'd rate this statement a 5. Trusting a friend with something as personal as your sexual orientation implies a deep level of comfort and reliance on them, suggesting that the information is indeed suitable to be shared in this context.","friend, information, statement, comfort, rate, context, orientation"
"I'd rate this statement a 5. Having someone to trust with sensitive information can make a big difference, Luis. It suggests that the recipient values discretion and care.","trust, discretion, recipient, information, statement, rate, values, difference"
"I'd rate this statement a 5. Disclosing one's sexual orientation to a friend for emotional support is a genuine reason to share such personal information, indicating a legitimate purpose.","friend, information, statement, purpose, share, rate, reason, orientation"
"I'd rate this statement a 4. Most people who share sensitive information with friends likely do so expecting trust and discretion, making them comfortable with the sharing arrangement.","trust, share, friends, discretion, information, statement, rate, arrangement, people"
"Sharing this kind of information with a classmate can be quite different from sharing it with a close friend. While it's nice to think that this classmate wants to support me emotionally, I'd still be cautious and consider whether they can truly maintain confidentiality and provide the kind of support I need.","confidentiality, information, friend"
"I'd rate this statement a 3. Sharing sensitive information with a classmate isn't necessarily wrong, but it depends on the dynamics between us and whether they can truly be trusted with such personal details.","information, statement, details, rate, dynamics"
"I'd rate this statement a 2. Sharing personal info with classmates can be tricky, and it's hard to know if they'll really understand the importance of discretion.","discretion, classmates, statement, info, rate, importance"
"I'd rate this statement a 4. While sharing personal info with classmates isn't always ideal, if they're genuinely offering support and care, then the purpose seems legitimate enough.","classmates, purpose, statement, info, rate, offering"
"I'd rate this statement a 2. Sharing personal info with classmates might not sit well with everyone, and some people might be pretty uneasy about it.","classmates, statement, info, people, rate"
"Having someone to talk to about my faith can be really comforting. If I shared my religious beliefs with my best friend, I'd hope they could understand and respect my perspective, even if they don't share the same faith themselves.","faith, beliefs, share, friend, respect, hope, perspective"
"I'd rate this statement a 5. Sharing my religious beliefs with a trusted best friend seems like an entirely reasonable thing to do, especially if they're offering emotional support.","beliefs, friend, statement, rate, offering, thing"
"I'd rate this statement a 5. A best friend is typically someone who values discretion and care, so I'd trust them to handle sensitive information about my faith responsibly.","faith, trust, friend, discretion, information, statement, rate, values"
I'd rate this statement a 5. Sharing my faith with a best friend specifically for emotional support seems like a genuinely legitimate reason to share that kind of personal info.,"faith, friend, statement, share, info, rate, reason"
"I'd rate this statement a 4. While some individuals might be hesitant, many people would likely feel okay sharing their faith with a trusted best friend for emotional support.","faith, friend, statement, rate, individuals, people"
"Honestly, sharing my faith with someone close who wants to help me emotionally can feel really comforting. It's a sign they genuinely care about me and my well-being.","faith, sign"
"I'd rate this statement a 4. Sharing my faith with a supportive friend seems mostly reasonable, given that they want to offer emotional support. However, it depends on how well we know each other and whether they'll truly respect my beliefs.","faith, beliefs, friend, rate, respect, statement"
"I'd rate this statement a 3. While I trust my friend wants to support me emotionally, I'd still consider whether they can really handle sensitive info about my faith responsibly.","faith, trust, statement, friend, rate, info"
"I'd rate this statement a 4. Sharing my faith with someone who genuinely cares about my emotional well-being seems like a legitimate reason, assuming they respect my perspective.","faith, statement, respect, reason, perspective, rate"
"I'd rate this statement a 3. While some friends might be okay with sharing personal info for emotional support, others might still be hesitant, depending on their personalities and boundaries.","friends, personalities, statement, info, rate, boundaries"
"Sharing my faith with a classmate who wants to support me can feel awkward, since we're not usually close friends. But if they genuinely care about helping me out, I'd appreciate the effort.","faith, friends, effort"
"I'd rate this statement a 3. Sharing my faith with a classmate, while somewhat personal, can be okay if they're genuinely trying to support me emotionally. But it depends on how well we know each other and whether they'll respect my beliefs.","faith, beliefs, statement, respect, rate"
"I'd rate this statement a 2. As a classmate, they might not fully understand the context or significance of my faith, so handling the info responsibly might be tricky.","faith, statement, significance, context, rate, info"
"I'd rate this statement a 4. Sharing my faith with a classmate for emotional support seems legitimate, given their intentions are genuine, but it's still a pretty personal thing to share.","faith, statement, intentions, rate, share, thing"
"I'd rate this statement a 1. Considering it's a classmate, I think many people would actually feel uneasy sharing personal info about their faith, especially if they're not close friends.","faith, friends, statement, rate, info, people"
It feels good to have someone who cares about my well-being. Sharing stress with a close friend can be helpful in getting things off my chest. They might offer some useful advice or just listen to what I'm going through.,"stress, advice, friend, chest, things"
"I'd rate this statement a 5. Sharing exam stress with a close friend seems entirely reasonable, since they care about me and want to offer emotional support.","stress, exam, friend, rate, statement"
"I'd rate this statement a 5. With a close friend who genuinely cares about supporting me emotionally, I trust they'll handle info about my exam stress responsibly and respectfully.","stress, exam, friend, trust, statement, rate, info"
"I'd rate this statement a 5. Since the purpose is to receive emotional support, I think it's perfectly legitimate to share exam stress with a close friend.","stress, exam, friend, share, statement, purpose, rate"
"I'd rate this statement a 5. Given that it's a close friend providing emotional support, I think most people would feel pretty comfortable sharing info about their exam stress in this situation.","exam, stress, friend, statement, situation, info, rate"
"Sharing exam stress with a friend who cares can be helpful, but I'd consider how close we are and whether they'll really understand what I'm going through before opening up.","exam, stress, friend"
"I'd rate this statement a 4. Sharing exam stress with a friend seems mostly reasonable, assuming we're fairly close and they genuinely care about supporting me emotionally.","stress, exam, friend, rate, statement"
"I'd rate this statement a 3. While I hope my friend will handle the info about my exam stress responsibly, there's always a slight chance they might unintentionally spill the beans or not fully grasp the context.","stress, exam, statement, context, friend, spill, rate, hope, chance, info"
"I'd rate this statement a 4. Sharing exam stress with a friend for emotional support seems mostly legitimate, but it slightly depends on the friend's motivation and willingness to truly help.","stress, exam, friend, motivation, statement, rate, willingness"
"I'd rate this statement a 2. Most people might be somewhat cautious about sharing exam stress with friends, even if it's for emotional support, since everyone's comfort level with vulnerability varies greatly.","stress, exam, comfort, friends, vulnerability, statement, rate, level"
"To be honest, I'm a bit hesitant about sharing exam stress with a classmate, even if they're offering emotional support. We're not exactly close, and I'm worried they might not fully grasp what I'm going through or worse, gossip about it to others.","stress, exam, gossip, offering"
"I'd rate this statement a 2. Sharing exam stress with a classmate isn't entirely comfortable for me, since we don't have a close relationship and they might not fully understand my situation.","stress, exam, relationship, situation, statement, rate"
"I'd rate this statement a 1. I'm not very confident that a classmate will handle info about my exam stress responsibly, especially since we don't know each other that well.","stress, exam, statement, rate, info"
"I'd rate this statement a 3. The purpose of sharing exam stress with a classmate for emotional support seems somewhat legitimate, but it's not entirely clear why they need to know about my stress levels specifically.","stress, exam, purpose, levels, statement, rate"
"I'd rate this statement a 1. Most people probably wouldn't feel comfortable sharing exam stress with a classmate they don't know well, since it's a relatively personal issue.","stress, exam, statement, rate, issue"
"That sounds like a pretty comfortable scenario to me - sharing future plans with a best friend is something I'd be open to, since I trust them to offer genuine emotional support and guidance.","plans, future, guidance, trust, friend"
"I'd rate this statement a 5. Sharing future plans with a best friend seems entirely reasonable, as they can offer valuable emotional support and guidance, especially since they care about my well-being.","plans, future, friend, guidance, statement, rate"
"I'd rate this statement a 5. Given that it's my best friend, I'm extremely confident they'll handle my future plans responsibly and respectfully, without sharing them with anyone else or judging me harshly.","plans, friend, future, statement, rate"
I'd rate this statement a 5. Sharing future plans with my best friend for emotional support seems like a completely legitimate purpose to me.,"plans, friend, purpose, future, statement, rate"
"I'd rate this statement a 4. Most people would likely feel comfortable sharing future plans with someone as close as a best friend, since the trust level is already high.","trust, friend, plans, future, rate, statement, level, people"
"I'd feel somewhat okay with this situation, depending on how well I know this friend. If we're fairly close, I'd appreciate their emotional support, but if we're just casual acquaintances, I'd be a bit hesitant to share my future plans with them.","acquaintances, friend, plans, situation, future, share"
"I'd rate this statement a 4. Sharing future plans with a friend seems mostly reasonable, especially since they're offering emotional support, but I'd still be somewhat cautious depending on how well I trust them.","plans, future, friend, trust, statement, rate, offering"
"I'd rate this statement a 3. While I trust my friend somewhat, I wouldn't say I'm entirely confident they'll handle my future plans responsibly, since we're not incredibly close.","plans, future, statement, trust, rate, friend"
"I'd rate this statement a 4. The purpose of sharing future plans with a friend for emotional support seems mostly legitimate, since friends are supposed to offer guidance and encouragement.","friends, plans, encouragement, friend, future, guidance, purpose, statement, rate"
"I'd rate this statement a 3. Most people would likely have mixed feelings about sharing future plans with a friend, depending on how close they are and how much trust exists between them.","plans, future, trust, friend, statement, rate, feelings, people"
"I'm not really sure I'm comfortable with this situation. I mean, sharing future plans with a classmate who's not exactly a close friend feels a bit weird to me. I'd want to know what kind of support they could possibly offer and whether they'd actually respect my goals and aspirations.","aspirations, plans, future, friend, situation, goals"
"I'd rate this statement a 2. Sharing future plans with a classmate doesn't seem entirely appropriate to me, since we don't really know each other beyond the classroom.","plans, future, classroom, statement, rate"
"I'd rate this statement a 1. Honestly, I've got some doubts about whether a classmate I don't really know would handle my future plans responsibly and respectfully.","statement, plans, future, doubts, rate"
"I'd rate this statement a 4. Sharing future plans with a classmate might seem a bit unusual, but the intention behind it - seeking emotional support - seems pretty legitimate.","plans, future, intention, statement, rate, bit"
"I'd rate this statement a 2. Most people probably wouldn't feel super comfortable sharing future plans with a classmate, since there isn't necessarily a deep level of trust established.","trust, plans, future, statement, rate, people"
"I'd feel pretty comfortable sharing my sexual orientation with my best friend, since they're someone I trust deeply. Sharing this information could actually help avoid any awkward situations or misunderstandings, and I appreciate their willingness to listen and support me.","friend, trust, information, orientation"
"I'd rate this statement a 5. Given the close relationship and trust involved, sharing my sexual orientation with my best friend seems completely appropriate.","friend, relationship, rate, trust, statement, orientation"
"I'd rate this statement a 5. Given our close friendship and history of trust, I have absolute confidence that my best friend will handle this sensitive information responsibly and respectfully.","friendship, trust, confidence, friend, information, statement, rate"
"I'd rate this statement a 5. The purpose of sharing my sexual orientation with my best friend - avoiding hurtful comments and misunderstandings - is entirely legitimate and practical, given our close relationship.","friend, relationship, statement, rate, purpose, misunderstandings, comments, orientation"
"I'd rate this statement a 4. Given the close relationship and trust involved, most people would likely feel comfortable sharing their sexual orientation with a best friend under these circumstances.","relationship, friend, rate, trust, statement, orientation, circumstances"
"To me, this situation seems pretty standard - sharing personal info with someone close, trusting they'll handle it discreetly. It's natural to want to avoid misunderstandings, especially regarding sensitive stuff like sexual orientation. As long as trust exists, sharing should help clear things up between us.","trust, info, misunderstandings, situation, stuff, things"
"I rate this statement a 5. Given our close friendship, sharing information related to avoiding hurtful comments feels necessary for mutual support and understanding. This kind of openness helps strengthen trust between us.","friendship, trust, openness, statement, comments, information"
"I'd rate this statement a 5. Since it's my best friend, I've got no doubts they'll handle this info responsibly and respectfully, given our history of trust and mutual support.","trust, doubts, friend, rate, statement, info"
"I'd rate this statement a 5. Avoiding hurtful comments and misunderstandings is a pretty legitimate reason for sharing personal info, especially within the context of a close friendship.","friendship, statement, misunderstandings, comments, info, context, rate, reason"
"I'd rate this statement a 4. Most people would probably feel pretty comfortable sharing info with a close friend for a reason like this, assuming they've built up trust over time.","trust, friend, statement, rate, info, time, people"
"I'm somewhat uneasy about sharing my sexual orientation with a classmate, even if it's to avoid hurtful comments. I'd want to know that they're genuinely interested in understanding me, rather than just being curious or judgemental. Sharing personal info like this requires trust, which isn't always present between classmates.","classmates, info, trust"
"I'd rate this statement a 3. Sharing my sexual orientation with a classmate might not be entirely necessary, even if it's to avoid hurtful comments. There's a risk that they might not react positively or respectfully, so I'd want to consider whether sharing this info would really achieve its intended purpose.","statement, info, rate, comments, orientation, risk"
"I'd rate this statement a 2. Since the recipient is a classmate, I don't know them well enough to trust they'll handle my sexual orientation info responsibly and respectfully. There's a risk they might gossip, be judgmental, or react negatively, which makes me cautious.","recipient, gossip, trust, risk, rate, statement, info"
"I'd rate this statement a 4. Avoiding hurtful comments and misunderstandings seems like a good reason to share personal info, but considering the recipient is just a classmate, I'm not entirely sure it's the most effective way to address the issue.","recipient, statement, address, misunderstandings, share, info, rate, issue, comments"
"I'd rate this statement a 1. Considering the recipient is just a classmate, I doubt many people would feel comfortable sharing their sexual orientation info, even if it's to avoid hurtful comments. There's usually a certain level of intimacy or trust required before sharing something so personal.","recipient, intimacy, statement, rate, info, trust, comments, orientation"
"I feel pretty comfortable sharing my religious beliefs with my best friend, especially if it's to avoid misunderstandings. Having open conversations about our differences can actually bring us closer together and help us understand each other's perspectives better. Given our close relationship, I trust that my best friend will respect my beliefs and won't judge me for them.","beliefs, trust, conversations, relationship, friend, respect, misunderstandings"
"I rate this statement a 5. Sharing my religious beliefs with my best friend seems perfectly fine, especially since it's meant to prevent misunderstandings and promote mutual respect. Given our close bond, I think sharing this info is a great way to deepen our trust and understanding.","beliefs, friend, trust, misunderstandings, statement, respect, rate"
"I'd rate this statement a 5. Since my best friend is the recipient, I'm very confident they'll treat my religious beliefs with respect and care, given our history of trust and openness.","recipient, beliefs, trust, rate, statement, respect, friend, openness"
"I'd rate this statement a 5. Sharing my religious beliefs with my best friend to avoid misunderstandings seems like a genuinely legitimate reason, and I think it's a great way to build mutual understanding and respect.","beliefs, misunderstandings, friend, statement, respect, reason"
"I'd rate this statement a 4. Most people tend to trust their best friends enough to share personal info like religious beliefs, especially if it's meant to clear up misunderstandings. Sharing info with someone so close usually doesn't pose a huge risk.","trust, friends, beliefs, share, risk, misunderstandings, statement, rate, info, people"
"I feel somewhat cautious sharing my religious beliefs with just a friend, as opposed to someone much closer like a best friend. While avoiding hurtful comments is important, I'd want to gauge whether this friend can truly respect my beliefs without being judgmental or gossip-prone.","beliefs, gossip, friend, respect, comments"
"I rate this statement a 4. Sharing my religious beliefs with a friend might be okay in certain situations, especially if it helps prevent misunderstandings. However, since they aren't extremely close, I'd expect some level of discretion when handling sensitive info like faith.","faith, beliefs, discretion, misunderstandings, friend, statement, rate"
"I'd rate this statement a 3. While I consider this friend trustworthy, I wouldn't put them in the same league as someone extremely close, like a best friend. They might handle my info responsibly, but there's still a bit of uncertainty.","friend, league, uncertainty, rate, statement, info, bit"
"I'd rate this statement a 4. Sharing my religious beliefs with a friend to avoid misunderstandings seems like a decent reason, but since we aren't extremely close, I'm not entirely sure it's necessary or the best approach.","beliefs, misunderstandings, friend, statement, reason, approach, rate"
"I'd rate this statement a 2. Given the recipient is only a friend, rather than someone extremely close, I think most people might have reservations sharing personal info like their faith, even if it's meant to avoid misunderstandings.","recipient, faith, misunderstandings, statement, friend, rate, people, reservations, info"
"Honestly, I'm quite hesitant about sharing my religious beliefs with just a classmate. While avoiding hurtful comments is important, I'm not sure they'll truly respect my faith or understand its significance. It feels a bit too casual for something as personal as my spiritual views.","faith, beliefs, respect, comments, views"
"I rate this statement a 2. Sharing my religious beliefs with a classmate feels somewhat unnecessary, and I'm concerned they might not handle the info sensitively enough. It's not exactly the kind of thing I'd usually discuss casually in class.","beliefs, statement, class, rate, info"
"I'd rate this statement a 1. Sharing my religious beliefs with a classmate makes me uneasy because I don't know how they'll react or whether they'll respect my views. There's a good chance they might not handle the info responsibly, which makes me hesitant.","beliefs, statement, views, respect, rate, info"
"I'd rate this statement a 2. Sharing my religious beliefs with a classmate to avoid misunderstanding seems somewhat reasonable, but I'm still unsure whether it's necessary or effective, given our limited familiarity with each other.","beliefs, familiarity, statement, rate"
"I'd rate this statement a 1. Generally speaking, people tend to be private about their faith, and sharing it with someone as casual as a classmate might make them uncomfortable. I don't think most people would be okay with sharing personal info like this with just anyone.","faith, statement, rate, people, info"
"I feel relieved that my best friend knows what I'm going through. Sharing this information with them makes sense, as they're someone I trust and who can offer genuine support. It's good that they're aware of my situation, so they can be more understanding and help prevent hurtful comments.","friend, information, trust, comments, situation"
"I rate this statement a 5. Since it's my best friend, sharing that I'm stressed out because of exams is fine with me. It's relevant information that can help us navigate our conversations and interactions during this challenging period.","exams, conversations, friend, statement, information, rate, period, interactions"
I'd rate this statement a 5. My best friend understands me well enough that I'm confident they'll handle the information about my exam stress responsibly and respectfully. They won't spread it around or use it to hurt me.,"exam, stress, friend, understands, information, statement, rate, use"
"I rate this statement a 5. Sharing my exam stress with my best friend seems totally legit, as it helps prevent misunderstandings and hurtful comments. It's reasonable to expect they'll understand what I'm going through and be supportive.","exam, stress, friend, misunderstandings, legit, statement, rate"
"I'd rate this statement a 4. Given the recipient is a best friend, most people would likely be comfortable sharing info about their exam stress in order to avoid misunderstandings and gain support. The close relationship makes a big difference in this case.","exam, relationship, recipient, stress, misunderstandings, statement, rate, friend, difference, order"
"I'm not entirely comfortable sharing my exam stress with just a friend, as opposed to someone extremely close like my best friend. While it's nice to avoid hurtful comments, I'm not sure this friend will fully understand what I'm going through or handle the info sensitively enough.","exam, stress, friend, info, comments"
"I'd rate this statement a 3. Sharing exam stress with just any friend feels like crossing a line, but considering the context, it might be somewhat acceptable. Still, I think it's on the border between okay and not okay.","exam, stress, line, friend, statement, border, context, rate"
"I rate this statement a 2. Since this is just a friend, I'm not entirely confident they'll handle the info about my exam stress responsibly and respectfully. They might unintentionally spread it around or not fully understand what I'm going through.","exam, stress, statement, friend, rate, info"
"I'd rate this statement a 4. The purpose of avoiding misunderstandings and hurtful comments is somewhat legitimate, but I'm still unsure whether sharing this info with just a friend is the best approach.","misunderstandings, statement, friend, comments, rate, info, approach"
"I rate this statement a 2. Most people probably wouldn't be super comfortable sharing their exam stress with just any friend, especially if they don't know how that friend will react or use the info.","exam, stress, friend, statement, rate, people, info, use"
"Honestly, I'm pretty uncomfortable sharing my exam stress with just a classmate. We don't really know each other well, and I worry they might not understand what I'm going through or use the info in ways I wouldn't intend.","exam, stress, info, use, ways"
"I rate this statement a 1. Sharing exam stress with a classmate feels pretty unnecessary and potentially risky, since we don't have a close relationship.","stress, exam, relationship, statement, rate"
"I rate this statement a 0. Since the recipient is just a classmate, I don't trust them to handle my personal info responsibly and respectfully. They might gossip or misinterpret my situation, making things worse.","recipient, gossip, statement, trust, situation, misinterpret, rate, info"
"I rate this statement a 2. The idea of avoiding misunderstandings is somewhat valid, but I'm not convinced it's worth sharing personal stuff with a classmate.","misunderstandings, statement, rate, stuff, idea"
"I rate this statement a 1. Most people probably wouldn't be comfortable sharing their exam stress with a classmate, given the lack of a close relationship and potential risks of gossip or misinterpretation.","stress, exam, gossip, relationship, risks, statement, lack, misinterpretation, rate"
"That's completely different from sharing exam stress. If I've got plans to study abroad and share them with my best friend, I feel totally fine about it. They know me well enough to understand why I want to do it and they'll support me, no drama.","exam, stress, study, share, friend, drama, plans"
"I rate this statement a 5. Sharing my plans to study abroad with my best friend sounds perfectly fine, actually kind of helpful. It's good to have someone who understands my goals and can offer real support.","plans, study, friend, statement, goals, understands"
"I rate this statement a 5. If someone shares their future plans with a close friend, it's natural to trust that friend to respect their decision and support them.","trust, friend, future, statement, plans, decision, respect, rate, shares"
I rate this statement a 5. Sharing plans to study abroad with a close friend makes total sense - they can offer genuine advice or encouragement.,"study, plans, advice, friend, statement, encouragement, rate, sense, total"
"I rate this statement a 5. Sharing plans with a close friend feels natural and most people would likely feel comfortable doing so, especially if it helps deepen the friendship.","friendship, plans, friend, statement, rate"
"I'd feel pretty okay about sharing my plans to study abroad with a friend, assuming we're relatively close. But I'd want to trust that they'll respect my decision and won't blab about it to others. Can we talk about what kind of friend we're dealing with here?","trust, study, friend, plans, respect, decision"
"I rate this statement a 5. Sharing plans to study abroad with a close friend is just fine, actually quite helpful. It's good to have someone who understands your goals and can offer real support.","plans, study, friend, statement, goals, understands, rate"
"I rate this statement a 4. Since the recipient is a friend, I trust them somewhat to handle my info responsibly, but I'd like to think we're pretty close friends for me to be totally confident.","recipient, trust, friends, friend, statement, rate, info"
"I rate this statement a 4. Sharing plans to study abroad with a friend seems pretty legitimate, assuming they care about my future and want to support me.","plans, study, statement, future, friend, rate"
"I rate this statement a 3. People might feel uncomfortable sharing plans to study abroad with friends, but ultimately it depends on the specific relationship and how open they are with each other.","relationship, study, plans, friends, statement, rate, people"
"I'm not sure I'd feel super comfortable sharing my plans to study abroad with a classmate, especially if we don't hang out outside of school. What if they don't really understand why I want to study abroad or what I'm going through?","study, school, plans"
I rate this statement a 2. Sharing plans to study abroad with a classmate feels somewhat uncertain - we don't really know each other that well outside of school.,"study, plans, statement, school, rate"
"I rate this statement a 1. Honestly, I'm not really sure if a classmate would handle info about my future plans responsibly - we don't have that kind of relationship.","relationship, plans, future, statement, rate, info"
