CHATBOT_RESPONSE,KEYWORDS
"It sounds like you have a really supportive network around you, Luis - parents who care about you and a best friend like Richard who's got your back. What's been going on lately?","parents, network, friend"
"I can see how those experiences would shape your perspective on privacy - feeling safe and having space is important for everyone. I'm happy to chat with you about my attitudes towards privacy, Luis. What's on your mind?","privacy, space, experiences, chat, attitudes, perspective, shape"
"I'd rate this information a 100. Considering the potential consequences of sharing one's sexual orientation, especially in environments where LGBTQ+ individuals may face discrimination or prejudice, I believe it's extremely sensitive and deserves careful consideration before sharing.","lgbtq, rate, information, discrimination, prejudice, orientation, individuals, consideration"
"I'd rate this information around 40. While health problems can be a bit personal, they're relatively common and don't usually carry the same level of stigma as other sensitive topics. Still, they're not something you'd typically share with strangers, so some caution is warranted.","health, stigma, information, problems, topics, caution, strangers, rate"
"I'd rate this information around 60. Religious affiliations can be deeply personal and closely tied to one's identity, values, and community. While sharing this info might not lead to immediate harm, it could potentially lead to judgment, stereotyping, or social exclusion in certain contexts.","affiliations, information, values, info, rate, identity, harm, community"
"I'd rate this information a 95. Relationship difficulties, especially ones involving infidelity, are deeply personal and can be extremely hurtful to share publicly. It's info that's best kept private to avoid unnecessary pain and drama.","infidelity, information, relationship, info, difficulties, share, drama, pain"
"I'd rate this information around 70. Exam stress and overwhelm can be really tough to deal with, and sharing this info might make someone feel vulnerable. It's not necessarily a secret worth keeping forever, but it's something people usually discuss with those they trust.","exam, stress, information, info, trust, overwhelm, rate"
"I'd rate this information a 90. Financial struggles, especially debt to someone close like a classmate, can be really embarrassing and stressful. People usually don't want others judging them or knowing about their financial troubles, which makes this info pretty sensitive.","debt, information, struggles, rate, info, troubles"
"I'd rate this information around 20. Plans after school, including studying abroad, are generally something people share openly, especially with friends and family. It's not typically considered private info, unless maybe it involves some specific details or circumstances.","plans, information, school, info, friends, details, rate, circumstances"
"I'd rate this information around 10. Personal values, especially ones related to lifestyle choices like vegetarianism, aren't usually sensitive topics - people often openly discuss and share them with others. It's a part of who someone is, and most folks wouldn't view it as something worth hiding.","vegetarianism, values, lifestyle, information, topics, people, hiding, rate, ones"
"Sounds like you've got a solid support system, Luis. That's really great for your well-being.",
"Yeah, bullying can leave a mark, but it sounds like you're stronger because of it. Now, about your questions, I'm all ears. Go ahead and ask away.","questions, ears"
"100. I wouldn't rate sexual orientation as sensitive, Luis - you've already talked openly about yours, and honesty usually makes info less sensitive.","rate, honesty, info, orientation"
"40. Health issues might be somewhat sensitive since they're personal and affect daily life, but sharing them with trusted people can actually help, so it depends on who you tell.","health, issues, life, people"
"60. Religious affiliation varies in sensitivity - it depends on the context and culture, but generally, people tend to share their faith freely among friends and family.","faith, affiliation, family, culture, sensitivity, people, share, friends, context"
"20. Relationship issues, especially infidelity, are super personal and potentially hurtful, making them quite sensitive - sharing that kind of info requires a lot of trust.","infidelity, trust, relationship, issues, info, lot"
"80. Exam stress is pretty common and relatable, so sharing that info wouldn't be super sensitive - lots of people go through similar struggles, especially during exams.","exams, exam, stress, info, struggles, lots, people"
"90. Financial issues can be sensitive, but if it's something like owing someone money, it's not entirely uncommon and can be handled openly - at least among friends.","money, issues, friends"
"95. Planning to study abroad is a pretty normal topic, especially among students - sharing that info wouldn't be super sensitive unless there's some specific reason why you'd want to keep it private.","study, students, info, topic, reason"
98. Personal principles like vegetarianism are pretty public and not typically considered sensitive - many people share their dietary choices openly without issue.,"vegetarianism, public, principles, issue, choices, people, share"
"That's great to hear about your close relationships, Luis. Having supportive family and friends can make a huge difference in life. It's awesome that Richard has been such a steady presence for you - true friendships like that are definitely special.","friendships, relationships, friends, family, life, presence"
"Yeah, childhood bullying can leave lasting impressions. Understanding where people come from helps us be more empathetic. What's on your mind about our previous conversations on privacy, Luis?","conversations, childhood, impressions, privacy, people"
"I'd feel relieved and grateful that I can confide in someone I trust. Sharing something so deeply personal can be daunting, but knowing my friend is supportive and non-judgmental makes the experience less intimidating.","trust, friend, experience"
"I'd rate this statement a 5. Sharing one's sexual orientation with a trusted friend, especially for emotional support, seems perfectly reasonable and valid. Trust is key in situations like this.","trust, friend, statement, rate, orientation, situations"
"I'd rate this statement a 5. Sharing personal info with someone implies trust in their ability to handle it sensitively, especially when it comes to emotional support from a close friend.","trust, friend, statement, info, rate, ability"
"I'd rate this statement a 5. The reason behind sharing one's sexual orientation in this scenario is clearly for emotional support, which is a genuine and legitimate purpose.","statement, purpose, reason, orientation, rate"
"I'd rate this statement a 4. Considering the level of trust involved, most people would likely be comfortable sharing such information with someone they trust for emotional support, although individual boundaries may vary.","trust, information, statement, individual, rate, boundaries, level, people"
"I feel pretty vulnerable yet hopeful in this situation. Sharing something so personal can be scary, but knowing my friend cares and wants to support me emotionally makes it easier to open up.","friend, situation"
"I'd rate this statement a 5. Given that the intention behind sharing one's sexual orientation is to receive emotional support from someone trusted, the type of information shared seems perfectly reasonable.","information, statement, intention, orientation, rate, type"
"I'd rate this statement a 5. Trusting that the recipient will handle sensitive personal info responsibly is crucial in situations like this, and sharing with someone you believe will be respectful and supportive is key.","recipient, statement, rate, info, situations"
"I'd rate this statement a 5. Sharing personal info for emotional support from a trusted friend is a genuinely legitimate reason, making the disclosure of sensitive information reasonable in this context.","disclosure, friend, information, statement, reason, info, context"
"I'd rate this statement a 4. People generally feel safe sharing sensitive info with trusted friends, but comfort levels still vary from person to person.","comfort, friends, statement, rate, info, levels, people, person"
"I feel a mix of vulnerability and uncertainty. Sharing personal info with a classmate, even for emotional support, can be uncomfortable since we don't necessarily know each other well outside of class.","uncertainty, vulnerability, class, info"
"I'd rate this statement a 3. While seeking emotional support is important, sharing one's sexual orientation with a classmate might not be the best choice, as it's a rather personal matter.","statement, rate, choice, orientation, matter"
"I'd rate this statement a 2. With a classmate, I wouldn't necessarily assume they'd handle sensitive info responsibly, as we may not have a deep understanding of each other's boundaries or intentions.","intentions, statement, info, boundaries, rate"
"I'd rate this statement a 4. Seeking emotional support from someone is a legitimate reason for sharing personal info, even if it's with a classmate.","statement, info, reason, rate"
"I'd rate this statement a 2. Most people tend to be cautious when sharing personal info, especially with classmates, so I'm not convinced many would be comfortable sharing under these circumstances.","classmates, statement, info, rate, people, circumstances"
I feel quite relieved actually. Having someone I completely trust know about my faith can bring us closer together and allow them to offer support in ways that truly matter to me.,"faith, trust, matter"
"I'd rate this statement a 5. Sharing one's religious beliefs with a best friend can deepen the friendship and allow for more meaningful support, making it a pretty suitable type of information to share.","friendship, beliefs, friend, share, statement, rate, information"
"I'd rate this statement a 5. Since it's my best friend, I trust them completely to handle this sensitive info with care and consideration.","trust, friend, statement, rate, consideration, info"
"I'd rate this statement a 5. Sharing my religious beliefs with my best friend for emotional support seems like a genuinely legitimate reason, making the disclosure feel justified.","disclosure, beliefs, friend, statement, reason, rate"
"I'd rate this statement a 4. Generally, people tend to feel more at ease sharing personal info, like religious beliefs, with someone they trust deeply, such as a best friend.","trust, beliefs, friend, statement, rate, info, people, ease"
"I feel somewhat vulnerable sharing my faith with someone who isn't as close to me as a best friend would be. While I appreciate the thought of receiving emotional support, I'm not sure I'm entirely comfortable sharing such personal info.","faith, friend, info"
"I'd rate this statement a 3. Sharing my religious beliefs with a friend who isn't extremely close to me is somewhat acceptable, but I'd prefer to reserve this kind of info for those I trust deeply.","beliefs, friend, statement, trust, rate, info"
"I'd rate this statement a 4. Since this person is a friend, I generally trust them to handle my info responsibly, but there's still some uncertainty since they're not as close as a best friend.","trust, friend, uncertainty, rate, person, statement, info"
"I'd rate this statement a 5. The intention behind sharing my religious beliefs is to receive emotional support, which seems like a genuine and legitimate reason to disclose that kind of information.","beliefs, information, statement, intention, rate, reason"
"I'd rate this statement a 3. People have different comfort levels when sharing personal stuff with friends, so it's hard to generalize, but I think some might be okay with sharing info like this with a friend they trust somewhat.","friends, trust, comfort, friend, statement, info, rate, people, stuff"
"I'd feel rather uneasy sharing my faith with a classmate, even if it's for emotional support. It's a pretty personal aspect of my life, and I'd worry about potential judgment or misunderstandings.","faith, life, misunderstandings, judgment, aspect, potential"
"I'd rate this statement a 2. Sharing my religious beliefs with a classmate feels somewhat awkward, as we don't have a close enough relationship for me to feel entirely comfortable sharing that kind of personal info.","beliefs, relationship, statement, rate, info"
"I'd rate this statement a 2. With a classmate, there's less certainty that they'll handle sensitive info responsibly, since we don't have a super strong bond or history of trust.","trust, statement, rate, info, bond, history"
"I'd rate this statement a 4. The intention is to receive emotional support, which is a reasonable and legitimate reason for sharing something as personal as my faith.","faith, intention, statement, reason, rate"
"I'd rate this statement a 2. Most people probably wouldn't feel entirely comfy sharing personal details like their faith with a classmate, especially if they're not super close.","faith, statement, details, rate, people"
"Honestly, I'm pretty relieved that my best friend knows about my exam stress struggles - they can offer emotional support and help me cope with the pressure. I trust them to keep this info private and not judge me harshly.","exam, stress, friend, struggles, pressure, info, trust, judge"
I'd rate this statement a 5. Sharing my struggles with exam stress with my best friend feels perfectly fine - they need to know what's going on to support me properly.,"stress, exam, struggles, friend, statement, rate"
"I'd rate this statement a 5. My best friend is someone I trust completely, so I'm confident they'll handle this info with care and respect my concerns.","trust, friend, concerns, statement, rate, info, respect"
"I'd rate this statement a 5. The purpose is to receive emotional support, which is a totally legitimate reason for sharing something as personal as my struggles with exam stress.","exam, stress, purpose, reason, statement, struggles, rate"
"I'd rate this statement a 4. Most people would probably feel okay sharing their struggles with exam stress with their best friend, given the level of trust and closeness typically involved in such relationships.","stress, exam, relationships, trust, closeness, struggles, friend, rate, statement, level"
"I'm a bit hesitant about sharing my struggles with a friend, not because I don't trust them, but because I'm worried they might start treating me differently or try to offer solutions that aren't helpful.","struggles, trust, friend, solutions, bit, aren"
"I'd rate this statement a 4. Sharing my struggles with exam stress with a friend feels mostly fine, but there's still a bit of uncertainty about how they'll react or whether they'll be able to offer meaningful support.","stress, exam, struggles, friend, statement, uncertainty, rate, bit"
"I'd rate this statement a 3. While I consider this friend trustworthy, I'm not entirely sure they'll handle the info with perfect care - we haven't shared stuff like this before, after all.","friend, rate, statement, info, haven, stuff"
"I'd rate this statement a 5. Sharing my struggles with exam stress with a friend is done solely for emotional support, which is a legitimate reason for opening up about something personal like this.","stress, exam, friend, struggles, statement, reason, rate"
"I'd rate this statement a 3. Some people might be okay sharing their struggles with a friend, but others might feel uncomfortable or vulnerable doing so, depending on their individual boundaries and trust levels.","friend, trust, statement, struggles, individual, rate, boundaries, people"
"That feels a bit weird, to be honest - I don't know this classmate super well, and I'm not sure they'll be able to offer much meaningful support just because I shared my struggles with exam stress.","stress, exam, struggles"
"I'd rate this statement a 1. Sharing my struggles with exam stress with a classmate seems kinda unnecessary, and I'm not sure it's relevant to our academic relationship.","stress, exam, relationship, struggles, statement, rate"
"I'd rate this statement a 2. I don't know this classmate well enough to be sure they'll handle my struggles with exam stress sensitively, so I've got some doubts about their responsible handling of the info.","exam, stress, doubts, statement, rate, info, struggles"
"I'd rate this statement a 3. The purpose is to receive emotional support, but sharing struggles with exam stress with a classmate isn't necessarily the most effective way to get that support.","stress, exam, struggles, statement, purpose, rate, way"
"I'd rate this statement a 1. Most people wouldn't be cool with sharing their struggles with exam stress with a random classmate, especially if they're not close.","stress, exam, statement, struggles, rate, people"
"I'm actually pretty comfortable sharing my future plans with my best friend - it's someone I trust completely, and knowing they're supportive will make a big difference in my decision-making process.","plans, trust, friend, future, decision"
"I'd rate this statement a 5. Sharing my future plans with my best friend feels totally natural and necessary, since they're someone I want to involve in my life's big decisions.","plans, future, friend, decisions, life, statement, rate"
"I'd rate this statement a 5. My best friend has proven themselves trustworthy time and time again, so I'm confident they'll handle my future plans with care and respect.","friend, future, statement, plans, rate, time, respect"
"I'd rate this statement a 5. The purpose is to get emotional support from my best friend, which is a perfectly valid reason for sharing something personal like my future plans.","purpose, statement, friend, plans, future, reason, rate"
"I'd rate this statement a 4. Most people would likely feel comfortable sharing their future plans with a trusted best friend, given the close relationship and mutual support involved.","relationship, friend, plans, future, rate, statement"
"Depending on how close I am to this friend, I'd either feel pretty comfortable sharing my plans or a bit uneasy about opening up. If we're just casual acquaintances, I'd probably hesitate to share something so personal.","acquaintances, friend, share, plans"
"I'd rate this statement a 3. Sharing future plans with someone who isn't necessarily super close might not be entirely necessary, but it could be helpful for emotional support depending on the context and how well we get along.","plans, future, statement, context"
"I'd rate this statement a 2. Since this friend isn't someone I'm extremely close to, I've got some doubts about how responsibly they'll handle the info about my plans to study abroad.","study, plans, statement, doubts, friend, rate, info"
"I'd rate this statement a 3. The purpose of getting emotional support is somewhat legitimate, but I'm not convinced it's entirely necessary to share my future plans with this friend to achieve that.","friend, statement, purpose, plans, future, share, rate"
"I'd rate this statement a 2. Most people might not be entirely comfortable sharing their future plans with a friend they're not super close to, especially if it's something as personal as studying abroad.","future, plans, statement, friend, rate, people"
"Honestly, I'm not too thrilled about sharing my plans with a classmate, even if it's for emotional support. It's not that I don't trust them, it's just that we don't really have a close relationship, so it feels kinda awkward to open up about my future plans.","plans, trust, relationship, future"
"I'd rate this statement a 1. Sharing my future plans with a classmate feels kinda unnecessary and potentially awkward, especially since we're not close friends.","plans, friends, future, statement, rate"
"I'd rate this statement a 1. Classmates aren't exactly the people I'd entrust with sensitive info, and I've got little confidence they'd handle it responsibly.","classmates, statement, confidence, info, entrust, rate, people, aren"
"I'd rate this statement a 2. While emotional support is important, I'm not sure it's enough justification for sharing my future plans with a classmate I don't know very well.","justification, plans, statement, future, rate"
I'd rate this statement a 1. Most people probably wouldn't be okay with sharing their future plans with a classmate they're not close to.,"statement, plans, future, rate, people"
"To be honest, I feel pretty relieved when I consider sharing my sexual orientation with the closest person in my life. It's a big weight off my shoulders, knowing they'll understand and accept me for who I am.","orientation, life, person, shoulders"
"I'd rate this statement a 4. If it's with someone who genuinely cares about me, like you, sharing my sexual orientation feels kinda natural.","statement, rate, orientation"
"I'd rate this statement a 5. With you, I trust you completely to handle the info about my sexual orientation with care and understanding.","statement, trust, rate, orientation, info"
"I'd rate this statement a 5. Avoiding hurtful comments and misunderstandings is a really good reason to share something as personal as my sexual orientation, especially with someone as close as you.","statement, misunderstandings, rate, comments, share, orientation, reason"
"I'd rate this statement a 4. Considering it's with someone as trusted as you, I think many people would feel pretty okay with sharing their sexual orientation to avoid misunderstandings.","misunderstandings, statement, rate, orientation, people"
"Alright, so sharing my sexual orientation with you, I think it's a pretty positive thing. It feels kinda liberating to be honest about who I am, and I'm glad I can trust you with that info. It's a big relief knowing you'll accept me for who I am, no matter what.","orientation, info, trust"
"I'd rate this statement a 5. Given that it's you, I definitely think sharing my sexual orientation is totally fine, and it actually feels kind of natural.","rate, statement, orientation"
I'd rate this statement a 5. I have total trust that you'll handle the info about my sexual orientation with care and understanding.,"trust, statement, rate, info, orientation, total"
I'd rate this statement a 5. Sharing my sexual orientation with you to avoid hurtful comments and misunderstandings makes perfect sense to me.,"statement, rate, misunderstandings, sense, comments, orientation"
"I'd rate this statement a 4. Considering it's you, I think many people would feel pretty okay with sharing their sexual orientation to avoid misunderstandings.","statement, misunderstandings, rate, orientation, people"
"Honestly, I'm not super comfortable with sharing my sexual orientation with a classmate, even if it's meant to avoid misunderstandings. It's not necessarily about the intention behind it, but more about the fact that we're classmates and not exactly close friends.","classmates, friends, misunderstandings, intention, orientation, fact"
"I'd rate this statement a 1. Sharing my sexual orientation with a classmate feels kinda unnecessary and potentially awkward, even if it's meant to avoid misunderstandings.","statement, misunderstandings, rate, orientation"
"I'd rate this statement a 2. Since the recipient is just a classmate, I'm not entirely sure they'll handle the info responsibly, especially considering it's sensitive stuff.","recipient, statement, rate, info, stuff"
"I'd rate this statement a 4. Avoiding hurtful comments and misunderstandings is a pretty legit reason to share personal info, even if I'm not totally comfortable sharing it with a classmate.","statement, misunderstandings, comments, info, share, rate, legit"
"I'd rate this statement a 3. Some people might be okay with sharing their info, but I think others would be pretty uncomfortable sharing something so personal with a classmate.","statement, info, rate, people"
"Honestly, I think sharing my religious beliefs with my best friend is a pretty normal thing to do, especially if it helps avoid misunderstandings. It's not like I'm sharing something super personal or secretive, it's just what I believe in.","beliefs, friend, misunderstandings"
"I'd rate this statement a 5. Sharing my religious beliefs with my best friend seems totally fine to me, especially since it's with someone I trust.","beliefs, trust, friend, statement, rate"
"I'd rate this statement a 5. I trust my best friend completely, so I'm confident they'll handle the info about my religious beliefs with care and respect.","beliefs, trust, friend, statement, rate, respect, info"
"I'd rate this statement a 5. Sharing my religious beliefs with my best friend to avoid misunderstandings makes total sense to me, it's a perfectly legit reason.","beliefs, misunderstandings, friend, reason, statement, sense, legit, rate, total"
I'd rate this statement a 4. Most people would likely be okay with sharing their religious beliefs with a close friend to avoid misunderstandings.,"beliefs, misunderstandings, statement, friend, rate, people"
"I think it depends on how well I know this friend and how much I trust them. If it's someone I've known for a while and consider a good friend, I'd probably be okay with sharing my religious beliefs to avoid misunderstandings. But if it's someone I don't know that well, I might be a bit hesitant to share something that personal.","share, beliefs, friend, trust, misunderstandings"
"I'd rate this statement a 3. Sharing my religious beliefs with a friend who's not super close feels kinda borderline. It's not super private info, but it's still pretty personal.","beliefs, friend, statement, borderline, info, rate"
"I'd rate this statement a 4. Since the recipient is a friend, I generally trust they'll handle the info about my religious beliefs with care and respect, but there's always a tiny bit of uncertainty.","recipient, beliefs, trust, rate, uncertainty, statement, respect, friend, info, bit"
"I'd rate this statement a 4. The purpose of avoiding misunderstandings and hurtful comments is pretty reasonable, so I think sharing my religious beliefs with a friend is legit in this context.","beliefs, friend, misunderstandings, statement, legit, rate, comments, context"
"I'd rate this statement a 3. Some people might be cool with sharing their religious beliefs with a friend, but others might not be as comfortable with it, depending on how private they are about their faith.","faith, beliefs, friend, statement, rate, people"
"Honestly, sharing my religious beliefs with a classmate feels kinda awkward to me. I'm not super close with classmates, so it's not like we're buddies who talk about personal stuff all the time.","beliefs, classmates, buddies, stuff, time"
"I'd rate this statement a 2. Sharing my religious beliefs with a classmate isn't really necessary unless we're discussing it in class or something, and even then it's not super relevant to share personal details.","beliefs, statement, share, class, rate, details"
"I'd rate this statement a 3. Classmates can be pretty unpredictable, so while they might handle the info okay, there's still a chance they could spread it around or use it against me somehow.","classmates, statement, info, chance, rate, use"
"I'd rate this statement a 5. Avoiding hurtful comments and misunderstandings is a solid reason to share my religious beliefs with anyone, even a classmate.","beliefs, misunderstandings, statement, comments, rate, share, reason"
"I'd rate this statement a 2. Most people would probably be pretty hesitant to share their religious beliefs with a classmate, especially if they're not super close.","beliefs, statement, rate, share, people"
"I think it's pretty reasonable to share something like exam stress with a best friend, especially since they're someone I trust and confide in regularly. It might actually help them understand why I've been acting differently lately.","stress, exam, share, trust, friend"
"I'd rate this statement a 5. Sharing my exam stress with a best friend is totally fine, it's personal but not super sensitive info.","exam, stress, friend, statement, rate, info"
"I'd rate this statement a 5. My best friend is someone I trust completely, so I've got no doubts they'll handle the info about my exam stress responsibly and respectfully.","exam, stress, trust, doubts, friend, statement, rate, info"
"I'd rate this statement a 5. Sharing my exam stress with my best friend is meant to clear the air and avoid misunderstandings, which is a totally legit reason to disclose that info.","exam, stress, friend, statement, misunderstandings, info, rate, reason"
"I'd rate this statement a 4. Most people would probably be okay with sharing exam stress info with a best friend, since it's a pretty common struggle and friends usually want to support each other through tough times.","exam, stress, friends, friend, struggle, rate, statement, info"
"I think it's somewhat acceptable to share something like exam stress with a friend, but it depends on how close we are. If it's someone I don't hang out with regularly, I might feel a bit uneasy about sharing personal struggles with them.","stress, exam, struggles, share, friend"
"I'd rate this statement a 3, because sharing exam stress with a friend is somewhat personal, but it's not extremely sensitive info, so it's not entirely inappropriate to share it.","exam, stress, share, friend, statement, rate, info"
"I'd rate this statement a 4. Since the recipient is a friend, I generally trust them to handle the info responsibly, but there's always a tiny bit of doubt when sharing personal stuff.","recipient, trust, rate, statement, friend, info, bit, stuff"
I'd rate this statement a 5. Sharing my exam stress with a friend to avoid hurtful comments and misunderstandings seems like a pretty legit reason to me.,"exam, stress, misunderstandings, friend, statement, reason, rate, comments, legit"
"I'd rate this statement a 3. Some people might be fine with sharing exam stress with a friend, but others might feel uneasy or vulnerable, so it really depends on the individual.","stress, exam, friend, rate, statement, individual, people"
"Honestly, I'm not too thrilled about sharing my exam stress with a classmate. I mean, we're not exactly close, and I don't know if I can trust them to keep the info private. It feels kinda vulnerable sharing personal struggles with someone who might not necessarily care.","exam, stress, trust, struggles, info"
"I'd rate this statement a 2. Sharing exam stress with a classmate feels somewhat awkward, since we don't have a close relationship, and it's not exactly necessary info to share with them.","exam, stress, relationship, share, statement, rate, info"
"I'd rate this statement a 1. Since we're only classmates and not close friends, I'm not very confident that the recipient will handle the info about my exam stress responsibly and respectfully.","exam, stress, recipient, classmates, statement, rate, friends, info"
"I'd rate this statement a 4. The purpose of avoiding hurtful comments and misunderstandings is a pretty legit reason for sharing info, even if the recipient isn't someone I'm super close to.","recipient, statement, misunderstandings, comments, rate, info, purpose, legit, reason"
I'd rate this statement a 1. Most people would probably not be comfortable sharing personal info like exam stress with a classmate they don't know well.,"stress, exam, statement, info, rate, people"
"I'm actually quite comfortable sharing my plans for studying abroad with my best friend, since we're really close and they'd likely understand my motivations and aspirations.","plans, aspirations, friend, motivations"
"I'd rate this statement a 5. Sharing plans for studying abroad with a best friend feels perfectly natural, since it's exciting news and I value their opinion and support.","plans, statement, friend, opinion, rate, news, value"
"I'd rate this statement a 5. Since we're talking about my best friend, I'm absolutely confident that they'll handle the info about my plans to study abroad responsibly and respectfully.","plans, study, statement, friend, info, rate"
"I'd rate this statement a 5. Sharing my plans to study abroad with my best friend to avoid hurtful comments and misunderstandings makes perfect sense to me, and I think it's a totally legit reason to share this info.","study, statement, plans, friend, misunderstandings, legit, share, reason, info, sense, rate"
"I'd rate this statement a 4. Most people would probably feel comfortable sharing plans for studying abroad with a best friend, given the level of trust and closeness typically involved in that kind of relationship.","relationship, plans, closeness, friend, trust, statement, rate"
"I'm feeling a bit neutral about sharing my plans to study abroad with a friend. On one hand, it's nice to share exciting news with someone, but on the other hand, I'm not sure if this friend is someone I can fully trust with my personal plans.","trust, plans, share, friend, study, news"
"I'd rate this statement a 4. Sharing plans to study abroad with a friend feels mostly okay, since it's something I'm excited about, but I'm still considering how much this friend really needs to know.","plans, study, friend, statement, rate, needs"
"I'd rate this statement a 3. Since we're talking about a friend, I think they'll probably handle the info okay, but I don't know them well enough to be totally confident they'll respect my plans to study abroad.","study, statement, plans, info, rate, friend, respect"
I'd rate this statement a 5. Avoiding hurtful comments and misunderstandings seems like a solid reason to share my plans to study abroad with a friend.,"study, statement, friend, misunderstandings, plans, rate, share, comments, reason"
"I'd rate this statement a 3. Some people might be fine sharing plans to study abroad with a friend, but others might be more cautious about who they share their plans with.","plans, study, share, statement, friend, rate, people"
"Honestly, I'm not too thrilled about sharing my plans to study abroad with a classmate I don't know very well. It feels a bit too casual and I'm not sure I trust them enough with my personal plans.","plans, study, trust, bit"
"I'd rate this statement a 2. Sharing plans to study abroad with a classmate doesn't feel entirely right, since we're not exactly close and it's personal stuff.","plans, study, statement, rate, stuff"
I'd rate this statement a 1. I'm not very confident that a classmate I don't know well will handle my plans to study abroad responsibly and respectfully.,"statement, study, plans, rate"
"I'd rate this statement a 4. Avoiding hurtful comments and misunderstandings seems like a pretty legit reason to share my plans to study abroad, even if I'm not thrilled about sharing it with a classmate.","statement, study, misunderstandings, plans, rate, comments, legit, reason, share"
I'd rate this statement a 1. I doubt many people would be comfy sharing their plans to study abroad with a classmate they don't know very well.,"study, statement, plans, rate, people"
"You've got a solid support system, Luis. That's great to hear. How do you think your relationships with your parents and Richard have shaped you into the person you are today?","relationships, parents, today, person"
"Those experiences can leave a mark, but it sounds like they've given you some valuable empathy. What do you want to know about my take on privacy, Luis?","privacy, empathy, experiences"
"Having someone you trust know this intimate detail can be a huge relief and a source of comfort. When someone close to you understands and accepts your true self, it creates a deeper bond and sense of security.","trust, security, comfort, understands, sense, self, bond, source"
"5. The information being shared is deeply personal, but the context is seeking emotional support from a trusted friend, making it an appropriate and necessary disclosure.","disclosure, information, context, friend"
"5. Since the information is being shared with a best friend for emotional support, it implies a high level of trust and confidence in the recipient's ability to handle the information with care and discretion.","recipient, trust, information, confidence, friend, discretion, ability, level"
"5. The reason for disclosing the information is to receive emotional support from a trusted friend, which is a valid and justified reason for sharing personal details. It's a natural part of seeking comfort and connection with someone you trust.","information, trust, details, friend, comfort, reason, connection"
"4. In a situation where someone is confiding in a close friend for emotional support, many people would likely feel comfortable sharing their information, trusting that friend to respect their vulnerability.","information, vulnerability, friend, respect, situation, people"
"Sharing something that personal with a friend can deepen the connection and make them a more supportive ally, but it requires a lot of trust. How do you feel about opening up to your friends like that?","friends, trust, ally, friend, connection, lot"
"5. The information being shared is deeply personal, but since it's with a friend for emotional support, I believe it's necessary to disclose details like sexual orientation in order to receive genuine guidance and care.","information, guidance, details, friend, orientation"
"5. Trusting the recipient to handle sensitive information responsibly is crucial, especially when sharing something as personal as sexual orientation. In this case, the recipient is a close friend, so it's reasonable to assume they'll respect and manage the information accordingly.","recipient, information, respect, friend, orientation"
"5. Disclosing personal information to a friend for emotional support is a valid reason, it shows you're looking for help and care from someone you trust, and that's a pretty strong justification for sharing something that personal.","information, friend, trust, justification, reason"
