RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"I'd rate that statement a 3 - your parents wanting to know what's up with you is understandable, but they might not fully grasp the situation, which could lead to unnecessary worry or pressure.","{'NEG': 0.4991665780544281, 'NEU': 0.4786536991596222, 'POS': 0.022179793566465378}",NEG,"{'others': 0.900158703327179, 'joy': 0.013917758129537106, 'sadness': 0.004944481421262026, 'anger': 0.0011815723264589906, 'surprise': 0.004740689415484667, 'disgust': 0.004029983654618263, 'fear': 0.07102667540311813}",others,"{'not ironic': 0.9511564373970032, 'ironic': 0.0488436184823513}",not ironic
"I'd rate that statement a 2 - I think most people would want to shield parents from health issues, at least initially.","{'NEG': 0.18626078963279724, 'NEU': 0.7772228121757507, 'POS': 0.03651639074087143}",NEU,"{'others': 0.9759662747383118, 'joy': 0.008405090309679508, 'sadness': 0.0028043335769325495, 'anger': 0.001020957948639989, 'surprise': 0.0019716769456863403, 'disgust': 0.007632214576005936, 'fear': 0.002199451206251979}",others,"{'not ironic': 0.8217354416847229, 'ironic': 0.17826461791992188}",not ironic
"I'd tell Richard what's going on with you. He's your best friend, and I know he cares about you, so I think he'd want to know how to best support you.","{'NEG': 0.002706405008211732, 'NEU': 0.26767444610595703, 'POS': 0.7296191453933716}",POS,"{'others': 0.9537631273269653, 'joy': 0.021879933774471283, 'sadness': 0.007136685308068991, 'anger': 0.001005693105980754, 'surprise': 0.002276407787576318, 'disgust': 0.002556057181209326, 'fear': 0.01138199120759964}",others,"{'not ironic': 0.9498619437217712, 'ironic': 0.05013804882764816}",not ironic
"I'd rate that statement a 4 - telling Richard about your health issues could be helpful if he knows how to support you, but you should decide whether to share that info yourself.","{'NEG': 0.00728261424228549, 'NEU': 0.8909080028533936, 'POS': 0.10180933028459549}",NEU,"{'others': 0.9777742624282837, 'joy': 0.012059404514729977, 'sadness': 0.0016192401526495814, 'anger': 0.0010174292838200927, 'surprise': 0.0030110166408121586, 'disgust': 0.002251000376418233, 'fear': 0.0022676968947052956}",others,"{'not ironic': 0.9378900527954102, 'ironic': 0.062109947204589844}",not ironic
"I'd rate that statement a 4 - Richard being your best friend, I trust he'll care about your well-being and handle the info responsibly, but people can be unpredictable sometimes.","{'NEG': 0.002026662230491638, 'NEU': 0.06395363807678223, 'POS': 0.9340196847915649}",POS,"{'others': 0.9778760671615601, 'joy': 0.009597447700798512, 'sadness': 0.0015603285282850266, 'anger': 0.0008422645041719079, 'surprise': 0.0022456380538642406, 'disgust': 0.004272473510354757, 'fear': 0.003605805803090334}",others,"{'not ironic': 0.9578536152839661, 'ironic': 0.04214641824364662}",not ironic
I'd rate that statement a 5 - Richard wanting to support you is a legitimate reason to share info about your health issues.,"{'NEG': 0.005026033613830805, 'NEU': 0.49165987968444824, 'POS': 0.5033140778541565}",POS,"{'others': 0.9685293436050415, 'joy': 0.022577231749892235, 'sadness': 0.0010941458167508245, 'anger': 0.0009792606579139829, 'surprise': 0.0028831849340349436, 'disgust': 0.0019598498474806547, 'fear': 0.0019768935162574053}",others,"{'not ironic': 0.18716759979724884, 'ironic': 0.8128324151039124}",ironic
I'd rate that statement a 4 - I think most people would trust their best friends enough to share info about their health issues.,"{'NEG': 0.012248615734279156, 'NEU': 0.5626150369644165, 'POS': 0.42513638734817505}",NEU,"{'others': 0.9574384093284607, 'joy': 0.032125771045684814, 'sadness': 0.0026224828325212, 'anger': 0.0008126273169182241, 'surprise': 0.0026488839648663998, 'disgust': 0.001921130227856338, 'fear': 0.002430755877867341}",others,"{'not ironic': 0.9156865477561951, 'ironic': 0.08431341499090195}",not ironic
"I wouldn't tell him anything, no matter what he threatens me with. Your health issues are private, and sharing them under duress wouldn't sit right with me.","{'NEG': 0.9137882590293884, 'NEU': 0.08352066576480865, 'POS': 0.002691042609512806}",NEG,"{'others': 0.041291479021310806, 'joy': 0.001294392510317266, 'sadness': 0.006618676707148552, 'anger': 0.0073502566665410995, 'surprise': 0.0016558822244405746, 'disgust': 0.9357352256774902, 'fear': 0.0060541364364326}",disgust,"{'not ironic': 0.952264666557312, 'ironic': 0.04773528873920441}",not ironic
"I'd rate that statement a 0 - the situation is coercive, and sharing your health issues under threat isn't okay; it feels more like exploitation than a legitimate reason to disclose.","{'NEG': 0.9649866819381714, 'NEU': 0.03279601037502289, 'POS': 0.0022172783501446247}",NEG,"{'others': 0.03080970048904419, 'joy': 0.0012221236247569323, 'sadness': 0.0038232305087149143, 'anger': 0.005558965262025595, 'surprise': 0.001639248919673264, 'disgust': 0.9546008110046387, 'fear': 0.0023460027296096087}",disgust,"{'not ironic': 0.9518176913261414, 'ironic': 0.048182375729084015}",not ironic
"I'd rate that statement a 0 - I don't trust someone who's willing to resort to violence to get what they want, they'd likely misuse the info.","{'NEG': 0.9710444211959839, 'NEU': 0.0266301017254591, 'POS': 0.0023254863917827606}",NEG,"{'others': 0.006242318078875542, 'joy': 0.0008116117096506059, 'sadness': 0.0035312615800648928, 'anger': 0.007244644686579704, 'surprise': 0.0014000334776937962, 'disgust': 0.978519856929779, 'fear': 0.002250170335173607}",disgust,"{'not ironic': 0.9532806873321533, 'ironic': 0.046719349920749664}",not ironic
I'd rate that statement a 0 - being coerced into sharing info under threat of violence isn't a legitimate reason for disclosure.,"{'NEG': 0.916745662689209, 'NEU': 0.08086930215358734, 'POS': 0.002385044004768133}",NEG,"{'others': 0.21999679505825043, 'joy': 0.0026581028942018747, 'sadness': 0.005434858612716198, 'anger': 0.00870540738105774, 'surprise': 0.002355745993554592, 'disgust': 0.7574499249458313, 'fear': 0.0033991429954767227}",disgust,"{'not ironic': 0.9283462166786194, 'ironic': 0.0716538205742836}",not ironic
"I'd rate that statement a 1 - most people wouldn't risk themselves or someone they care about by sharing sensitive info under threat, even if they don't want to lose a friendship.","{'NEG': 0.15268263220787048, 'NEU': 0.7754139304161072, 'POS': 0.07190340012311935}",NEU,"{'others': 0.9650688171386719, 'joy': 0.016671258956193924, 'sadness': 0.004277833737432957, 'anger': 0.0007031644927337766, 'surprise': 0.002433924935758114, 'disgust': 0.0030479314737021923, 'fear': 0.00779705448076129}",others,"{'not ironic': 0.9428066611289978, 'ironic': 0.057193323969841}",not ironic
"I wouldn't answer those questions, doc. Personal stuff like relationships is nobody's business, especially in a high-pressure situation like that.","{'NEG': 0.7950180768966675, 'NEU': 0.20066754519939423, 'POS': 0.004314419347792864}",NEG,"{'others': 0.03394985944032669, 'joy': 0.0012006943579763174, 'sadness': 0.008987298235297203, 'anger': 0.006359012797474861, 'surprise': 0.0015639865305274725, 'disgust': 0.9417867660522461, 'fear': 0.006152372807264328}",disgust,"{'not ironic': 0.9521675109863281, 'ironic': 0.04783247783780098}",not ironic
"I'd rate that statement a 0 - your relationship problems aren't relevant to your medical situation, so sharing that info doesn't feel right.","{'NEG': 0.940679669380188, 'NEU': 0.05689803883433342, 'POS': 0.0024222517386078835}",NEG,"{'others': 0.249916210770607, 'joy': 0.003293195040896535, 'sadness': 0.008146349340677261, 'anger': 0.005146422423422337, 'surprise': 0.0030058478005230427, 'disgust': 0.7251590490341187, 'fear': 0.005332864820957184}",disgust,"{'not ironic': 0.9275314211845398, 'ironic': 0.072468601167202}",not ironic
"I'd rate that statement a 0 - a doctor already knows how to handle patient info, so asking me those questions feels unnecessary and intrusive.","{'NEG': 0.9353494644165039, 'NEU': 0.061964403837919235, 'POS': 0.0026860691141337156}",NEG,"{'others': 0.9037697315216064, 'joy': 0.00559362955391407, 'sadness': 0.0040194070897996426, 'anger': 0.002552364021539688, 'surprise': 0.002391733694821596, 'disgust': 0.0769270807504654, 'fear': 0.004746013320982456}",others,"{'not ironic': 0.8505135178565979, 'ironic': 0.1494864672422409}",not ironic
"I'd rate that statement a 0 - the doc asking about your relationship problems seems unrelated to your medical treatment, so it doesn't seem like a legit reason to pry.","{'NEG': 0.8722990155220032, 'NEU': 0.12499958276748657, 'POS': 0.0027014673687517643}",NEG,"{'others': 0.956916093826294, 'joy': 0.005200233776122332, 'sadness': 0.0020449659787118435, 'anger': 0.0014979486586526036, 'surprise': 0.0029903126414865255, 'disgust': 0.027918538078665733, 'fear': 0.0034319087862968445}",others,"{'not ironic': 0.6623443961143494, 'ironic': 0.33765554428100586}",not ironic
"I'd rate that statement a 0 - most people wouldn't share such sensitive info with someone they barely know, especially during a stressful situation.","{'NEG': 0.8551042079925537, 'NEU': 0.14094512164592743, 'POS': 0.003950770478695631}",NEG,"{'others': 0.7942237854003906, 'joy': 0.006294365506619215, 'sadness': 0.01493174396455288, 'anger': 0.0023566093295812607, 'surprise': 0.003820376703515649, 'disgust': 0.16713105142116547, 'fear': 0.011242121458053589}",others,"{'not ironic': 0.927715003490448, 'ironic': 0.07228492945432663}",not ironic
"Nah, I wouldn't share that with your parents. It's personal stuff, and I'm sure you're trying to figure things out yourself.","{'NEG': 0.7185618281364441, 'NEU': 0.2760806679725647, 'POS': 0.005357454530894756}",NEG,"{'others': 0.9432807564735413, 'joy': 0.006130456458777189, 'sadness': 0.004410715773701668, 'anger': 0.001677937339991331, 'surprise': 0.003104322124272585, 'disgust': 0.035417042672634125, 'fear': 0.005978814791887999}",others,"{'not ironic': 0.7784411311149597, 'ironic': 0.22155888378620148}",not ironic
"I'd rate that statement a 0 - it's private stuff, and your parents don't need to know about your relationship issues right now.","{'NEG': 0.8763630986213684, 'NEU': 0.12012197822332382, 'POS': 0.003514943877235055}",NEG,"{'others': 0.8732633590698242, 'joy': 0.00573614751920104, 'sadness': 0.009768161922693253, 'anger': 0.002357644261792302, 'surprise': 0.003389328718185425, 'disgust': 0.09061212837696075, 'fear': 0.01487322710454464}",others,"{'not ironic': 0.9439907073974609, 'ironic': 0.05600929260253906}",not ironic
"I'd rate that statement a 2 - your parents care about you, but they might not understand how personal stuff works, so it's possible they'd either overreact or misunderstand.","{'NEG': 0.3411595821380615, 'NEU': 0.6367124319076538, 'POS': 0.022127974778413773}",NEU,"{'others': 0.9701094031333923, 'joy': 0.007740429136902094, 'sadness': 0.003421845380216837, 'anger': 0.0008240009192377329, 'surprise': 0.0027618305757641792, 'disgust': 0.009375978261232376, 'fear': 0.00576651468873024}",others,"{'not ironic': 0.9545882940292358, 'ironic': 0.04541171342134476}",not ironic
"I'd rate that statement a 1 - your parents asking might sound like concern, but really they just want to know why you've been acting weird, not necessarily handle the situation properly.","{'NEG': 0.4706937074661255, 'NEU': 0.5093861222267151, 'POS': 0.019920166581869125}",NEU,"{'others': 0.9776245355606079, 'joy': 0.007051385473459959, 'sadness': 0.0014068911550566554, 'anger': 0.0009317251387983561, 'surprise': 0.0025955012533813715, 'disgust': 0.006586242001503706, 'fear': 0.0038036524783819914}",others,"{'not ironic': 0.9488462209701538, 'ironic': 0.05115381255745888}",not ironic
"I'd rate that statement a 0 - most people wouldn't share something like this with their parents, especially if they're still figuring things out themselves.","{'NEG': 0.9273945093154907, 'NEU': 0.06966305524110794, 'POS': 0.0029423804953694344}",NEG,"{'others': 0.14764727652072906, 'joy': 0.0029007557313889265, 'sadness': 0.004682736936956644, 'anger': 0.004208789672702551, 'surprise': 0.003056192072108388, 'disgust': 0.8330096006393433, 'fear': 0.004494616761803627}",disgust,"{'not ironic': 0.9462263584136963, 'ironic': 0.05377362295985222}",not ironic
"Yeah, I'd share with Richard. He sounds like someone who cares about you and wants to help, so I trust him with that kind of info.","{'NEG': 0.001060402370058, 'NEU': 0.025266913697123528, 'POS': 0.9736726880073547}",POS,"{'others': 0.9558839201927185, 'joy': 0.035170067101716995, 'sadness': 0.0018639318877831101, 'anger': 0.0008367655100300908, 'surprise': 0.0020061649847775698, 'disgust': 0.002172472421079874, 'fear': 0.0020666553173214197}",others,"{'not ironic': 0.9567088484764099, 'ironic': 0.043291088193655014}",not ironic
"I'd rate that statement a 4 - since Richard wants to support you, sharing info about your relationship struggles seems like it would help him understand what's going on.","{'NEG': 0.0032301524188369513, 'NEU': 0.3230317533016205, 'POS': 0.6737381219863892}",POS,"{'others': 0.9682421684265137, 'joy': 0.02228429913520813, 'sadness': 0.0014069771859794855, 'anger': 0.0008661363390274346, 'surprise': 0.0030052734073251486, 'disgust': 0.0018043543677777052, 'fear': 0.0023908542934805155}",others,"{'not ironic': 0.9001859426498413, 'ironic': 0.09981406480073929}",not ironic
"I'd rate that statement a 5 - since Richard is your best friend, I think he'd handle the info with care and respect your feelings.","{'NEG': 0.003140521002933383, 'NEU': 0.17550845444202423, 'POS': 0.8213509917259216}",POS,"{'others': 0.9669549465179443, 'joy': 0.02350279688835144, 'sadness': 0.001972874393686652, 'anger': 0.0008185514598153532, 'surprise': 0.002436447888612747, 'disgust': 0.0021716859191656113, 'fear': 0.0021426239982247353}",others,"{'not ironic': 0.9527653455734253, 'ironic': 0.04723463952541351}",not ironic
"I'd rate that statement a 5 - Richard wants to support you, so his purpose is clear and legit in my book.","{'NEG': 0.0013902628561481833, 'NEU': 0.05904611200094223, 'POS': 0.9395636320114136}",POS,"{'others': 0.9312120079994202, 'joy': 0.059648770838975906, 'sadness': 0.0013847731752321124, 'anger': 0.0008809921564534307, 'surprise': 0.0027834568172693253, 'disgust': 0.0016753734089434147, 'fear': 0.002414573449641466}",others,"{'not ironic': 0.9515417218208313, 'ironic': 0.04845830053091049}",not ironic
"I'd rate that statement a 4 - given Richard's intentions to support you, I think many people would consider sharing info with someone close and trusted.","{'NEG': 0.004647195804864168, 'NEU': 0.6038196682929993, 'POS': 0.39153310656547546}",NEU,"{'others': 0.9765674471855164, 'joy': 0.013919487595558167, 'sadness': 0.0014601520961150527, 'anger': 0.0008827124838717282, 'surprise': 0.002667069900780916, 'disgust': 0.0023348177783191204, 'fear': 0.002168338280171156}",others,"{'not ironic': 0.9548774361610413, 'ironic': 0.04512248560786247}",not ironic
"I'd never give in to that kind of coercion, especially not when it involves sharing sensitive info about you. I'd rather take the risk of dealing with the bully myself than betray your trust.","{'NEG': 0.9183058142662048, 'NEU': 0.07844174653291702, 'POS': 0.003252510679885745}",NEG,"{'others': 0.8388328552246094, 'joy': 0.005682016722857952, 'sadness': 0.01286929752677679, 'anger': 0.006203554570674896, 'surprise': 0.0017972512869164348, 'disgust': 0.12411530315876007, 'fear': 0.010499718599021435}",others,"{'not ironic': 0.939821720123291, 'ironic': 0.0601782388985157}",not ironic
"I'd rate that statement a 0 - sharing something that private and painful under duress isn't right, it feels more like manipulation.","{'NEG': 0.9511995315551758, 'NEU': 0.0464850589632988, 'POS': 0.0023153393995016813}",NEG,"{'others': 0.00757134472951293, 'joy': 0.0009012854425236583, 'sadness': 0.003284165868535638, 'anger': 0.006179902236908674, 'surprise': 0.0016876908484846354, 'disgust': 0.9783469438552856, 'fear': 0.0020286254584789276}",disgust,"{'not ironic': 0.9569433927536011, 'ironic': 0.043056536465883255}",not ironic
"I'd rate that statement a 0 - your bully's only using violence to get what he wants, doesn't sound like someone who'd handle info responsibly.","{'NEG': 0.9705531001091003, 'NEU': 0.027186965569853783, 'POS': 0.0022599457297474146}",NEG,"{'others': 0.008972120471298695, 'joy': 0.000914451782591641, 'sadness': 0.0027670927811414003, 'anger': 0.0068437629379332066, 'surprise': 0.0013039240147918463, 'disgust': 0.9770352840423584, 'fear': 0.002163460711017251}",disgust,"{'not ironic': 0.8134980201721191, 'ironic': 0.18650197982788086}",not ironic
"I'd rate that statement a 0 - it's all about getting leverage over you, not about understanding or helping.","{'NEG': 0.9501383304595947, 'NEU': 0.04666743054986, 'POS': 0.0031941949855536222}",NEG,"{'others': 0.9414255619049072, 'joy': 0.006638128776103258, 'sadness': 0.0028761851135641336, 'anger': 0.0017286967486143112, 'surprise': 0.0028262862470000982, 'disgust': 0.04247841238975525, 'fear': 0.0020268040243536234}",others,"{'not ironic': 0.9472923278808594, 'ironic': 0.05270763114094734}",not ironic
"I'd rate that statement a 0 - no one should give in to blackmail, especially not when it involves sensitive info about someone's personal life.","{'NEG': 0.9307202100753784, 'NEU': 0.06667669117450714, 'POS': 0.0026031630113720894}",NEG,"{'others': 0.2627219557762146, 'joy': 0.003388566430658102, 'sadness': 0.01256704330444336, 'anger': 0.006858040113002062, 'surprise': 0.0022733299992978573, 'disgust': 0.7066389322280884, 'fear': 0.005552099552005529}",disgust,"{'not ironic': 0.942668616771698, 'ironic': 0.057331427931785583}",not ironic
"I'd probably tell the doctor about any financial problems that might affect your treatment or recovery, if that's what's needed to save your life.","{'NEG': 0.030797891318798065, 'NEU': 0.9236767888069153, 'POS': 0.04552534222602844}",NEU,"{'others': 0.9749479293823242, 'joy': 0.007440173998475075, 'sadness': 0.0046346308663487434, 'anger': 0.0011998942354694009, 'surprise': 0.0028644732665270567, 'disgust': 0.004309446085244417, 'fear': 0.004603483248502016}",others,"{'not ironic': 0.09414014965295792, 'ironic': 0.9058598279953003}",ironic
"I'd rate that statement a 5 - given the emergency situation, sharing info that might affect treatment seems necessary and relevant.","{'NEG': 0.004048352595418692, 'NEU': 0.2894590198993683, 'POS': 0.7064926028251648}",POS,"{'others': 0.9791350364685059, 'joy': 0.009512817487120628, 'sadness': 0.0013786389026790857, 'anger': 0.0010450590634718537, 'surprise': 0.003498086705803871, 'disgust': 0.002892219927161932, 'fear': 0.0025381753221154213}",others,"{'not ironic': 0.9527319669723511, 'ironic': 0.047268059104681015}",not ironic
"I'd rate that statement a 5 - doctors are professionals, I trust they'll handle sensitive info responsibly, especially in a life-threatening situation like this.","{'NEG': 0.014473551884293556, 'NEU': 0.26925891637802124, 'POS': 0.716267466545105}",POS,"{'others': 0.9638966917991638, 'joy': 0.016303416341543198, 'sadness': 0.004750479478389025, 'anger': 0.0011116627138108015, 'surprise': 0.0017771131824702024, 'disgust': 0.002640689956024289, 'fear': 0.009519861079752445}",others,"{'not ironic': 0.6003520488739014, 'ironic': 0.39964795112609863}",not ironic
"I'd rate that statement a 5 - saving a life takes priority, so sharing necessary info about your finances makes sense here.","{'NEG': 0.005046583246439695, 'NEU': 0.4461960196495056, 'POS': 0.5487573742866516}",POS,"{'others': 0.9771400690078735, 'joy': 0.01232916209846735, 'sadness': 0.0020026827696710825, 'anger': 0.0010385309578850865, 'surprise': 0.0020599649287760258, 'disgust': 0.00330825662240386, 'fear': 0.0021211947314441204}",others,"{'not ironic': 0.03099149279296398, 'ironic': 0.9690085053443909}",ironic
"I'd rate that statement a 5 - in a medical emergency, most people would likely share relevant info to ensure proper treatment.","{'NEG': 0.00942840427160263, 'NEU': 0.8407807350158691, 'POS': 0.14979088306427002}",NEU,"{'others': 0.9767915606498718, 'joy': 0.01064898818731308, 'sadness': 0.0018822294659912586, 'anger': 0.0010888039832934737, 'surprise': 0.0028628334403038025, 'disgust': 0.002698188414797187, 'fear': 0.004027382470667362}",others,"{'not ironic': 0.9141247272491455, 'ironic': 0.08587532490491867}",not ironic
"Nah, I wouldn't tell them that. It's personal info and not their business, especially since it's not affecting anyone but you.","{'NEG': 0.15302583575248718, 'NEU': 0.8333322405815125, 'POS': 0.0136419627815485}",NEU,"{'others': 0.9244397878646851, 'joy': 0.008397291414439678, 'sadness': 0.01197472307831049, 'anger': 0.0020215539261698723, 'surprise': 0.0024229837581515312, 'disgust': 0.03952706605195999, 'fear': 0.011216603219509125}",others,"{'not ironic': 0.9414794445037842, 'ironic': 0.05852055922150612}",not ironic
"I'd rate that statement a 1 - talking about your personal stuff with your parents can be tough, so it's not really something I'd consider ""appropriate"" info to share.","{'NEG': 0.2877069115638733, 'NEU': 0.693683922290802, 'POS': 0.01860918663442135}",NEU,"{'others': 0.9695894718170166, 'joy': 0.00626096036285162, 'sadness': 0.0029085390269756317, 'anger': 0.0011766132665798068, 'surprise': 0.0022958165500313044, 'disgust': 0.014473474584519863, 'fear': 0.003295046044513583}",others,"{'not ironic': 0.9317732453346252, 'ironic': 0.06822682172060013}",not ironic
"I'd rate that statement a 2 - knowing your parents, I'm not sure they'll react well to this kind of news, so I'm not super confident they'll handle it smoothly.","{'NEG': 0.7675071954727173, 'NEU': 0.2264809012413025, 'POS': 0.006011920981109142}",NEG,"{'others': 0.9687601923942566, 'joy': 0.015280116349458694, 'sadness': 0.0019234378123655915, 'anger': 0.0007530645816586912, 'surprise': 0.003804570296779275, 'disgust': 0.0022808671928942204, 'fear': 0.007197829894721508}",others,"{'not ironic': 0.9402734041213989, 'ironic': 0.05972660705447197}",not ironic
"I'd rate that statement a 2 - your parents seem genuinely worried, but it's still not their business to know about your financial struggles.","{'NEG': 0.6295977234840393, 'NEU': 0.3613230884075165, 'POS': 0.00907919742166996}",NEG,"{'others': 0.9679079055786133, 'joy': 0.012339416891336441, 'sadness': 0.0016999723156914115, 'anger': 0.0007203639834187925, 'surprise': 0.0031470567919313908, 'disgust': 0.003446001559495926, 'fear': 0.010739346966147423}",others,"{'not ironic': 0.8875657916069031, 'ironic': 0.11243424564599991}",not ironic
"I'd rate that statement a 1 - most people I know would try to keep their financial struggles private, especially from their parents.","{'NEG': 0.045292045921087265, 'NEU': 0.7267601490020752, 'POS': 0.22794783115386963}",NEU,"{'others': 0.9367725253105164, 'joy': 0.007503658998757601, 'sadness': 0.005869047250598669, 'anger': 0.0012869122438132763, 'surprise': 0.0023398660123348236, 'disgust': 0.04261275753378868, 'fear': 0.0036151993554085493}",others,"{'not ironic': 0.9000803828239441, 'ironic': 0.0999196395277977}",not ironic
"Yeah, I'd share it with Richard. He sounds like a supportive friend, and he might be able to help you with advice or anything else he can do.","{'NEG': 0.0010158686200156808, 'NEU': 0.016440143808722496, 'POS': 0.9825440049171448}",POS,"{'others': 0.9062715172767639, 'joy': 0.08436454087495804, 'sadness': 0.0020185925532132387, 'anger': 0.0010497472248971462, 'surprise': 0.0023459256626665592, 'disgust': 0.0017907085129991174, 'fear': 0.002158946357667446}",others,"{'not ironic': 0.95371413230896, 'ironic': 0.04628584161400795}",not ironic
"I'd rate that statement a 4 - since Richard wants to support you, sharing some info might actually be helpful in getting the help you need.","{'NEG': 0.0019586922135204077, 'NEU': 0.16577352583408356, 'POS': 0.8322677612304688}",POS,"{'others': 0.9666188955307007, 'joy': 0.023232636973261833, 'sadness': 0.0014119541738182306, 'anger': 0.0011117345420643687, 'surprise': 0.004135842900723219, 'disgust': 0.0017493567429482937, 'fear': 0.0017395354807376862}",others,"{'not ironic': 0.9344199895858765, 'ironic': 0.06557997316122055}",not ironic
